scientific_name,model_abbreviation
Rhyacophila_nevadensis_group,OTUCode2
Rhyacophila_oreta_group,OTUCode2
Rhyacophila_rayneri,OTUCode2
Rhyacophila_sibirica_group,OTUCode2
Rhyacophila_torva,OTUCode2
Rhyacophila_verrula_group,OTUCode2
Rhyacophila_vibox,OTUCode2
Rhyacophila_vofixa_group,OTUCode2
Rhyacophila_vuzana,OTUCode2
Rhyacophilla_grandis_group,OTUCode2
Rhyacophilla_lieftinki_group,OTUCode2
Rhyacophilla_rotunda_group,OTUCode2
Rhyacophilla_vagrita_group,OTUCode2
Rhycophila_viquaea,OTUCode2
Richardsonius,OTUCode2
Rickera,OTUCode2
Roderiodes,OTUCode2
Roederiodes,OTUCode2
Rossiana,OTUCode2
Saldidae,OTUCode2
Salmo,OTUCode2
Salmoperla,OTUCode2
Salvelinus,OTUCode2
Sanfilippodytes,OTUCode2
Sarcophagidae,OTUCode2
Sardinella,OTUCode2
Sardinops,OTUCode2
Satan,OTUCode2
Scaphirhynchus,OTUCode2
Scapholeberis,OTUCode2
Scardinius,OTUCode2
Scathophagidae,OTUCode2
Scatopsidae,OTUCode2
Sciaenidae,OTUCode2
Sciaridae,OTUCode2
Sciomyzidae,OTUCode2
Scirtidae,OTUCode2
Semotilus,OTUCode2
Sericostriata,OTUCode2
Serratella,OTUCode2
Setodes,OTUCode2
Setvena,OTUCode2
Shipsa,OTUCode2
Sialis,OTUCode2
Sida,OTUCode2
Sierraperla_cora,OTUCode2
Simocephalus,OTUCode2
Simuliidae,OTUCode2
Sinantherina,OTUCode2
Siphlonuridae,OTUCode2
Siphloplecton,OTUCode2
Sisyra,OTUCode2
Skistodiaptomus,OTUCode2
Skistodiaptomus_oregonensis,OTUCode2
Skistodiaptomus_reighardi,OTUCode2
Skwala,OTUCode2
Smicridea,OTUCode2
Soliperla,OTUCode2
Somatogyrus,OTUCode2
Soyedina,OTUCode2
Spea,OTUCode2
Spercheidae,OTUCode2
Sperchopsis,OTUCode2
Sphaeroceridae,OTUCode2
Sphaeroma,OTUCode2
Spirinchus,OTUCode2
Stactobiella,OTUCode2
Staphylinidae,OTUCode2
Stenacron,OTUCode2
Stenelmis,OTUCode2
Stenocolus,OTUCode2
Stenodus,OTUCode2
Stenonema,OTUCode2
Stenophysa,OTUCode2
Stereolepis,OTUCode2
Stictotarsus,OTUCode2
Stizostedion,OTUCode2
Stratiomys,OTUCode2
Streptocephalidae,OTUCode2
Stygobromus,OTUCode2
Stygonectes,OTUCode2
Suphis,OTUCode2
Suphisellus,OTUCode2
Susulus,OTUCode2
Symphitopsyche,OTUCode2
Synagrops,OTUCode2
Syncaris,OTUCode2
Synchaeta,OTUCode2
Synurella,OTUCode2
Syrphidae,OTUCode2
Tabanidae,OTUCode2
Taeniopterygidae,OTUCode2
Tallaperla,OTUCode2
Tanaidae,OTUCode2
Tanyderidae,OTUCode2
Tanypodinae,OTUCode2
Taphromysis,OTUCode2
Taylorconcha,OTUCode2
Telebasis,OTUCode2
Telmatogetoninae,OTUCode2
Testudinella,OTUCode2
Tetragoneuria,OTUCode2
Tetrigidae,OTUCode2
Thaleichthys,OTUCode2
Thamnocephalidae,OTUCode2
Thaumaleidae,OTUCode2
Theliopsyche,OTUCode2
Thermonectus,OTUCode2
Thiaridae,OTUCode2
Thraulodes,OTUCode2
Thymallus,OTUCode2
Thysanoptera,OTUCode2
Tilapia,OTUCode2
Timpanoga,OTUCode2
Timpanoga_hecuba,OTUCode2
Tinca,OTUCode2
Tinodes,OTUCode2
Tipula,OTUCode2
Tortopus,OTUCode2
Traverella,OTUCode2
Trepobates,OTUCode2
Triaenodes,OTUCode2
Trichocerca,OTUCode2
Trichocercidae,OTUCode2
Trichoclinocera,OTUCode2
Trichosetodes,OTUCode2
Trichotria,OTUCode2
Tricoryhyphes,OTUCode2
Tricorythidae,OTUCode2
Tricorythodes,OTUCode2
Tridactylidae,OTUCode2
Trinectes,OTUCode2
Triops,OTUCode2
Trogloglanis,OTUCode2
Tropisternus,OTUCode2
Tropocyclops,OTUCode2
Turbellaria,OTUCode2
Tylotrocha,OTUCode2
Ulomorpha,OTUCode2
Umbra,OTUCode2
Unionidae,OTUCode2
Uvarus,OTUCode2
Vacupernius,OTUCode2
Valvata,OTUCode2
Veliidae,OTUCode2
Viehoperla,OTUCode2
Visoka,OTUCode2
Viviparus,OTUCode2
Wiedemannia,OTUCode2
Wierzejskiella,OTUCode2
Wolga,OTUCode2
Wormaldia,OTUCode2
Xiphophorus,OTUCode2
Xyrauchen,OTUCode2
Ylodes,OTUCode2
Yola,OTUCode2
Yolina,OTUCode2
Yoraperla,OTUCode2
Yugus,OTUCode2
Zaitzevia,OTUCode2
Zapada,OTUCode2
Zonitidae,OTUCode2
Zumatrichia,OTUCode2
